index,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,arm_sh0,arm_sh1,arm_el0,arm_el1,arm_wr0,arm_wr1,arm_f1x
156,0.11666665971279144,-0.31111112236976624,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.0839996337890625,-0.995388388633728,2.3149325847625732,1.0711244344711304,1.693163275718689,0.21999171376228333,0.0
157,0.11666665971279144,-0.31111112236976624,0.20000000298023224,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.083998203277588,-1.2935707569122314,2.3475778102874756,1.1152043342590332,1.815822958946228,0.4597300887107849,0.0
160,0.11666665971279144,-0.2222222238779068,0.0,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.2387924194335938,-0.7126634120941162,2.401590347290039,0.9061972498893738,1.497729778289795,-0.09290449321269989,0.0
161,0.11666665971279144,-0.2222222238779068,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.238798141479492,-1.0982532501220703,2.533034086227417,0.9073006510734558,1.654886245727539,0.10702618956565857,0.0
162,0.11666665971279144,-0.2222222238779068,0.20000000298023224,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.2333226203918457,-1.4674676656723022,2.573068380355835,0.961482048034668,1.8325999975204468,0.37660858035087585,0.0
166,0.11666665971279144,-0.13333334028720856,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,-2.491429328918457,-1.1747149229049683,2.708984851837158,0.6504844427108765,1.599867343902588,0.022105390205979347,0.0
181,0.11666665971279144,0.13333334028720856,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.491429328918457,-1.174707055091858,2.708984851837158,-0.650492787361145,1.5998578071594238,-0.022121086716651917,0.0
185,0.11666665971279144,0.2222222238779068,0.0,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.2387969493865967,-0.7126644253730774,2.4015891551971436,-0.9061957001686096,1.4977277517318726,0.09290987253189087,0.0
186,0.11666665971279144,0.2222222238779068,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.2387962341308594,-1.0982524156570435,2.533036470413208,-0.9072996377944946,1.6548807621002197,-0.1070246621966362,0.0
187,0.11666665971279144,0.2222222238779068,0.20000000298023224,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.233865976333618,-1.4670660495758057,2.5732433795928955,-0.9612743258476257,1.8325999975204468,-0.3760954737663269,0.0
190,0.11666665971279144,0.31111112236976624,0.0,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.0840015411376953,-0.6751364469528198,2.20141339302063,-1.0580166578292847,1.5926486253738403,-0.03878691792488098,0.0
191,0.11666665971279144,0.31111112236976624,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.0839996337890625,-0.9953868985176086,2.3149306774139404,-1.0711230039596558,1.6931641101837158,-0.21999071538448334,0.0
192,0.11666665971279144,0.31111112236976624,0.20000000298023224,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,2.0839977264404297,-1.2935699224472046,2.347576379776001,-1.1151965856552124,1.815826177597046,-0.4597131907939911,0.0
195,0.11666665971279144,0.4000000059604645,0.0,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,1.983908772468567,-0.5991641879081726,1.9605438709259033,-1.1657413244247437,1.654353380203247,-0.19225294888019562,0.0
196,0.11666665971279144,0.4000000059604645,0.10000000149011612,6.123234262925839e-17,-1.0,-6.123234262925839e-17,-6.123234262925839e-17,1.9839062690734863,-0.8712477087974548,2.063350200653076,-1.1840324401855469,1.7197692394256592,-0.34946778416633606,0.0
